,0
542,"I went there with some co-workers at the end of the day. The place is small, but cosy, there was a waiting list which I saw as a good sign for ""good food.""  We went up to the bar to order drinks while we wait,...More"
543,We went on a Taco day and I enjoyed the pork tacos.  So delicious.  It is a simple set up but the food is great
544,I'm a former resident of KCMO and have eaten plenty of pulled pork.  And I must exclaim loudly that the pulled pork sandwich I had here a couple nights ago was the most delicious one I've ever had.  The cole slaw on the sandwich was...More
545,"Don't get me wrong, the food was OK.  But to me and my husband it wasn't all amazing like everyone says.
The air is filled with smoke (bbq smoke) that you can feel right into your lungs.  The food was decent. Definitely smoky. It was...More"
546,"I'm so happy to have found a great BBQ place near my home! Saw that Trip Advisor rated this #1 in my town, so I had to try it. As others have stated, expect a wait. Many were outside enjoying some cocktails while they waited....More"
547,"The food is well worth the wait. I don't think I've had anything there that I didn't like. They have specials every day of the week, as well as special sides most days. The beer selection is great and draught beers change regularly to offer...More"
548,"Be prepared to wait but the wait is worth it. Pick the sweet sauce anything else is hot, hot, hot. Don't miss the smoked beet salad or the twice baked potato casserole. Lots of beer on tap and bottle. You will need the beer to...More"
549,"We were visiting friends in Urbana, IL and they suggested we go to what they called ""the Dog.""  We all like barbeque and this was rumored to be the best.  However, they do not take reservations.  We went on a Thursday night and had over...More"
550,"Good mood, good food. Don't miss the dragon's milk beer;) expect waiting to be seated, but worth the trip and waiting. Deserves to be rated first in Urbana !"
551,We were looking for a good place to eat in Urbana while dropping our son off at the University. We were in Urbana for two days and went to this restaurant each day for dinner. We love bbq and have had our fair share from...More
552,"I'd challenge anyone to find a better barbeque place in the Midwest.  The wait may be long, but the food will impress.  Not only is the meat cooked to perfection, but the beans have an incredible smokiness that's unlike anything I've had any place else....More"
553,"Lets just cut to the good part! The Burnt Ends and brisket are to die for!  I have yet to try the potato casserole, but i hear its great.  I plan on trying everything on the menu this year so i'll keep you up to...More"
554,"I have yet to have something I didn't like at Black Dog.  Even the hamburgers are awesome!  In fact, the hamburgers are some of my favorites.  They are made using locally sourced beef and are really high quality.  The daily specials are really good and...More"
555,"I'm not a huge fan of BBQ but it doesn't matter, the food was superb.  BBQ served on the side--had a great smoking flavor with a little kick.  I had a combination platter of smoked catfish and brisket, southwestern potato salad, and twice baked potato...More"
556,"I've been here three times and the BBQ is excellent. I would come here more often if it was a pleasant experience, but it isn't. You walk in and fight your way to the surly guy who takes your name. You can ask him how...More"
557,"This place is very popular for good reason.  Everything I have eaten here has been first rate.  The atmosphere is sort of dive-barish, but the BBQ is to die for.  I had the smoked duck (darkmeat) last time there and it was great.  The standard...More"
558,"Simply the best bbq beef brisket sandwich ever. Also loved the Texas caviar, I think it was called--bean/salsa/chips appetizer. You may have to wait in line as this place is popular, but I sure see why. Original tangy sauce, spicy but not too much--great tender...More"
559,"Best BBQ in town.  Not the usual sweet, gooey BBQ.  Dry rubs, well prepared, well seasoned BBQ and smoked meats. Carnivore heaven"
560,"I have eaten BBQ in Texas, the Carolinas, Memphis, Kansas City and other areas, but the smoked brisket was perfect and the sauce was honestly the best I have ever eaten.  It is a top rated restaurant in this town for very good reason. HIGHLY...More"
561,"Amazing BBQ for Central Illinois. Although there can be a decent wait, it's time well spent drooling over the menu. Get there early to get the Burnt Ends sandwich. The Sweet Potato fries are best in town."
562,"Nothing fancy here, I picked up a 3-meat combo to-go which they had ready in a flash.  The waiting patrons were outside until a table opened so the take out route worked well on Saturday evening.  Be ready to wait if you decide to dine...More"
563,This is probably the best barbeque I have ever had.
564,Awesome food and environment - classic looking bar with great beer on tap. BBQ is served on metal trays; no fancy plates needed. Had the burnt ends and smoked catfish that were to die for -- get the beans and double baked potato casserole ---...More
565,Their Burnt ends are just awesome BUT u do have to get there at the right time to get them---too early -they may not be ready et too late-they will be gone. The sandwiches with the cole slaw are soo good et the sweet potato...More
566,This is the best place to get BBQ if you have time to wait. Just wish they would open a second location. Just give yourself plenty of time before you are really hungry and make sure to have your whole party there when you sign...More
567,"Everytime you have to wait in or outside in a long queue to reach its full taste. Due to its service and good beers, Urbana-Champaign people prefer this place. I highly recommend beef briscets and pulled pork with beer flight consists of 7 different draft...More"
568,"This establishment ranks at the top of our favorites for BBQ - ribs, brisket, pulled pork, mac & cheese but particularly the home-made cornbread. You'll see this place eventually on Diners, Drive-In's & Dives...it's that good. It's small...so be prepared to wait...but the wait is...More"
569,great place for great beer and bbq burnt end sandwich is top notch
570,"We were told the ribs were great so we decided to give Black Dog a try.  First off it is in an old bar, so the atmosphere is its best quality but that also means there is not a lot of room.  We were told...More"
571,"The wait staff were very kind and efficient, the area is very small but not unpleasant unless you don't like crowds.  I ordered the catfish and burnt tips.  I was not a fan of the catfish myself but the meat was awesome.  The cornbread appetizer...More"
572,"I can't begin to tell you how much we enjoyed this restaurant. We went during U of I spring break, so we waited a half hour on a Saturday night at about 5 pm. Collard greens - amazing! Burnt tips - delicious :)  Twice baked...More"
573,"I loved this restaurant.  It has a great atmosphere and the BBQ is yummy!!  We kept it pretty simple and just had sandwiches and some sides.  Get the BBQ sauce sampler...their sauces are really good and very unique.  I loved the mustard based sauce, but...More"
574,"This is a new favorite for co-workers and family alike.  It is a meeting place--almost a pub with people knowing people eating beautifully prepared foods and pairing them with great beers.  The BBQ is, I think, the best in town from burnt ends to pulled...More"
575,Order your burnt tips right away because they go fast. The restauraunt is small and at lunch there is always a line but it is well worth the wait. Fabulous!!
576,OH YES!!!  Plan on waiting for a table..... as there are not many in the place..... plan on wondering how clean the kitchen is.... as it looks a little rough as well as the employees.... BUT plan on putting INCREDIBLE BBQ in your mouth!!  You...More
577,"Went here for lunch. The hot Georgia Peach sauce is VERY hot, so beware! Had a very inexpensive Texas Caviar appetizer (less than $3) that was very tasty. Portions are big. Wait staff was nice."
578,"Smoked ribs, good prices, very casual but prompt service.  No pretense...superb sandwiches and sides are served on paper covered trays.  Good beer selection.  There's always a wait for a table and the food is well worth the wait."
579,"The food is EXCELLENT!!! Get there early thou. You will wait in line, and it will be worth it!"
580,"Been here only once, but definitely would come back again. I tried the combo, and everything was so tasty. Come early, because you'll be waiting in a line out the door!!!!"
581,"You may have to wait for a table.  I have had to wait about 20 min. each of the3  times I've eaten here but the ribs and pork sandwiches are wonderful!!!  The prices are reasonable and the food is great.  Go with friends, you'll enjoy...More"
582,If you enjoy BBQ don't go anywhere else but this place.  The wait might be long but it is well worth it.  There are so many things on the menu that are excellent that you can't go wrong.  The cornbread is huge and so tasty...More
583,"best bbq i've ever had.  would definitely go back again.  had the pulled pork, cornbread and rib sandwich at our table."
584,"This place became my favorite restaurant after my first bite.  I have been many times since then and I, or any of my friends or family, have yet to have a bad bite of food.  They have a very impressive beer selection for the brew-connoisseur...More"
585,"Arriving early saved us the experience of waiting to be seated, but the brisk business indicated a very popular eatery. And we were not disappointed - particularly we liked the Ales. And to top off a nice meal, the price was quite reasonable."
586,"The ribs were horrible. We had a pary of 6 and only one of us was happy with their food. The ribs didn't have much meat on them at all, and what was there wasn't very good. My step-daughter wouldn't even eat hers. She took...More"
587,"A group of four of us visiting the U of IL did some light research and chose Black Dog for dinner.  Another colleague who was local to the area told us that Urbana was ""dead"" and we should go somewhere else.  We ignored the advice...More"
588,"If there's a better BBQ joint in the world you need to show me. The burnt ends sandwich was so unbelievably good it made me wish I had another stomach so I could order another helping. I'm dead serious, this is serious BBQ."
589,Went to Black Dog Smoke & Ale House Saturday evening with friends for dinner. this was my first visit and was not sure what to expect. Was told that there is usually a wait so we arrived at 4:30PM. The place was crowded but our...More
590,"This small, narrow restaurant has a nice beer menu and offers a great BBQ menu at reasonable prices.  I had the brisket sandwich with the Carolina sauce.  The sauce had a real kick to it and the sweet potato fries were very good.  I highly...More"
591,The food is very good but the service is so consistently bad that I have given up trying.
592,"I've been to the south and many BBQ places, and guess what, these are the best ribs I've ever had! Don't mess around with anything else. Why waste your time? you'll go somewhere else and then be angry with yourself because you wasted your time...More"
593,"This restaurant has excellent BBQ and a wide selection of beers. The pulled pork sandwich with Georgia sauce and the corn bread are a must try! It tends to be full every time I go, so be prepared to wait 20-40 min. for a table,...More"
594,"I was in Urbana on business for the evening and wasn't in the mood for chain dining, so I jumped on here to find a good local spot and decided to go with the #1.  As mentioned the ""good stuff"" runs out quick.  I stopped...More"
595,Hands down some of the best BBQ in town. Burnt end sandwich was ridiculous.
596,"You will be hungry the moment you step into this place.  The smoker is in the back room. 
We had the shredded pork enchilada and the smoked chicken enchilada.  Fabulous.
I don't remember the beer I had, but it was a dark lager.  Very smooth,...More"
597,"Walking up to the door you are hit with the smell of SMOKE!!  I have tried the pulled pork,  brisket and ribs.  All some of the best!!!  The sauce has a good kick.  Small interior but worth the wait....there will be a wait!  The beans...More"
598,"I love this place even though I don't eat meat!  They have awesome grilled cheese sandwiches because you can pick your bread and cheese, and their sweet potato fries are awesome!  My husband who does eat meat, loves the flavor of their BBQ sauce.  They...More"
599,The title says it all.  The pulled pork was very tender and flavorful and the Georgia peach bbq sauce complemented it very well.  Delicious!
